{Par}わしが 七色おじさんじゃ！{/n},{Par}老夫就是七彩大叔！{/n}
虹のアミュレットを集めてくれば、すてきなアイテムをあげよう。{/n},收集彩虹护身符的话{/n}就能换取精美道具哦。{/n}
カウンターの前で{/n}欲しいアイテムを 選んでおくれ。{/n},在柜台前{/n}挑选想要的物品吧。{/n}
{Par}虹のアミュレットを集めてくれば{/n}すてきなアイテムが{/n}よりどりみどりじゃ。,{Par}收集彩虹护身符{/n}就能尽情挑选{/n}琳琅满目的好东西啦。
{Par}わしが 七色おじさんじゃ！{/n},{Par}老夫就是七彩大叔！{/n}
…というのは ウソじゃ！{/n},……才怪！{/n}
わっはっは。{/n}びっくりしたか？{/n}わしは 七色おじさんの弟じゃ！,哇哈哈哈。{/n}吓到了吗？{/n}老夫是七彩大叔的弟弟！
わしは 兄とともに セフィーロに{/n}やってきたが、多少 荒れ果てた{/n}とはいえ、ここが気に入っての。,老夫和兄长一起来到锡菲罗、{/n}虽说这里有些破败{/n}但还是挺中意的。
居着くことにしたんじゃわい。{/n}{/n},就决定在此定居了。{/n}{/n}
この店は わしが引きつぐからの。{/n}もらい残したアイテムがあっても{/n}だいじょうぶじゃ！ 安心安心。,这家店由老夫接手了。{/n}就算有没获得的道具{/n}也不用担心！尽管放心。
{Par}虹のアミュレットを集めてくれば{/n}すてきなアイテムが{/n}よりどりみどりじゃ。,{Par}收集彩虹护身符{/n}就能尽情挑选{/n}琳琅满目的好东西啦。
{Par}なんじゃ！ ひやかしか…。{/n}{/n},{Par}什么嘛！只是来看看啊…。{/n}{/n}
{Par}なんじゃ！{/n}もう 持っとるではないか。{/n},{Par}什么嘛！{/n}这不是已经有了嘛。{/n}
他のにしなさい、他のに！{/n}{/n},选别的吧、选别的！{/n}{/n}
{Par}「プレセアのはずかしい秘密」…{/n}口に出すのも はばかられる内容の{/n}秘密のブロマイドじゃ。,{Par}「普蕾西娅的羞耻秘密」…{/n}内容令人难以启齿的{/n}秘密写真集。
それがほしくば、アミュレット{/n}各色それぞれ １個づつを{/n}集めるのじゃ！,想要的话、{/n}那就收集护身符吧。{/n}每种颜色的各１个！
それが ほしいのか？{/n},想要这个吗？{/n}
ほしい{/n},想要{/n}
別に いらない{/n},不想要{/n}
{Par}そこにあったものは品切れじゃ。{/n}新しい品の入荷は未定じゃな。{/n}また のぞきにきておくれ。,{Par}那个商品已经售罄了。{/n}新品到货时间未定。{/n}下次再来看看吧。
{Par}そこにあったものは品切れじゃ。{/n}新しい品の入荷予定は もう{/n}無いのじゃよ。残念じゃのう。,{Par}那个商品已经售罄了。{/n}暂时也不会再进货了。{/n}真是遗憾啊。
{Par}残念、アミュレットが{/n}足りないのぅ…。{/n}もう ひとがんばりじゃ。,{Par}真遗憾啊、{/n}护身符还不够呢…。{/n}再加把劲吧。
{Par}うむ！ では そのアイテム、{/n}持っていくがよい。{/n}…あ、そうそう！,{Par}嗯！那这件道具{/n}你就拿去吧。{/n}…啊、对了！
いいか？ くれぐれも{/n}本人に 見せてはならんぞ？{/n}とんでもないことになるからの。,记住了？绝对{/n}不可以让本人看到哦？{/n}会引发大麻烦的。
わかればよろしい。{/n}{/n},明白就好。{/n}{/n}
「プレセアのはずかしい秘密」を{/n}手に入れた！{/n},获得了「普蕾西娅的羞耻秘密」！{/n}{/n}
？？？,？？？
